L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
8.341698641732245845e-01 8.219810870572443751e-01 1.518715526009953365e+01 2.712071051688891288e-01 1.882511300511052199e-01 6.029562289547699431e-04 6.029562289547701383e-03 4.216343674509664408e-01 2.621965651539928110e-01 7.920000000000000000e+02 5.025189076296060486e-02 0.000000000000000000e+00
4.347690912065537705e-01 4.914895617009674700e-01 9.080900274801132710e+00 2.492536254072781621e-01 1.125382497655106062e-01 2.091548116102279686e-04 2.091548116102277897e-03 3.272910477101269033e-01 1.797853835910449560e-01 2.888000000000000000e+03 2.631578947368420907e-02 1.000000000000000000e+00
2.355590755772586642e-01 2.990529354946324658e-01 5.525386693289714657e+00 9.896885693686768848e-02 5.443140429132017205e-02 6.368282841653127358e-05 6.368282841653139827e-04 1.795499603999727301e-01 1.395713661799951599e-01 1.101600000000000000e+04 1.347420139090738621e-02 2.000000000000000000e+00
1.618898121197469009e-01 2.002387309190015452e-01 3.699667476833522262e+00 3.369123076472797795e-02 2.543681207591473592e-02 2.334652634600105505e-05 2.334652634600110248e-04 1.120685426538550605e-01 1.038131627609998331e-01 4.301600000000000000e+04 6.818674922008056104e-03 3.000000000000000000e+00
1.153034642521115483e-01 1.338489807550001520e-01 2.473031658929629728e+00 1.208584762114137644e-02 1.154230430417871670e-02 1.004395068254178210e-05 1.004395068254181192e-04 6.636124137327178985e-02 6.422236110775164653e-02 1.699920000000000000e+05 3.430052410915245681e-03 4.000000000000000000e+00
7.335467509014008403e-02 8.217856909821634470e-02 1.518354506093795075e+00 4.908052738385786096e-03 4.895297385610283998e-03 3.930710768169083450e-06 3.930710768169095817e-05 3.190918720924396795e-02 3.114709857561435979e-02 6.758480000000000000e+05 1.720245701661625090e-03 5.000000000000000000e+00
