ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.120000000000000000e+02 3.747658444979307113e-02 6.315617602729339808e-01 5.006253511351905772e-01 7.604854044693011295e-01
2.616000000000000000e+03 1.955154717514437715e-02 3.283836780828616742e-01 2.089137245722996472e-01 4.307512395033420982e-01
1.002400000000000000e+04 9.988021556890524719e-03 1.290988146673974768e-01 6.901115295868810728e-02 1.762886361071120123e-01
3.924000000000000000e+04 5.048187773461522247e-03 3.998049936065128929e-02 1.965678581631833885e-02 5.536943006681577933e-02
1.552720000000000000e+05 2.537776821518587366e-03 1.091416251943730896e-02 5.253878956701031784e-03 1.516277319985064563e-02
6.177360000000000000e+05 1.272326416356358517e-03 2.816518130586898559e-03 1.358536598382031673e-03 3.911777593550437061e-03
