ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.280000000000000000e+02 3.706246583305505826e-02 6.400333461998600093e+00 3.211611685347139478e+00 9.312560392033613965e+00
1.976000000000000000e+03 2.249606353329237571e-02 6.280303169524056983e+00 3.337399313049913108e+00 8.999705774951939574e+00
6.024000000000000000e+03 1.288420180075182907e-02 4.780254929773768424e+00 2.699608683783589314e+00 6.752950665233966809e+00
2.183200000000000000e+04 6.767889178183905154e-03 4.739910305577990535e+00 8.818331708463779117e-01 7.360300733324501188e+00
8.284000000000000000e+04 3.474401108295217203e-03 3.640982229199253517e+00 3.498994478900179783e-01 5.697173433919092034e+00
3.160560000000000000e+05 1.778762562521607558e-03 3.045379584613812529e+00 1.619592523098678238e-01 4.774318871510893736e+00
