ndof h L2-error-u-uh-B 
5.600000000000000000e+03 4.008918628686365671e-02 1.945748486159625941e+02
1.620800000000000000e+04 2.356440838525105871e-02 1.081363879378465853e+01
5.208800000000000000e+04 1.314475250840204182e-02 6.775484189816811664e-01
