ndof h L2-error-u-uh-B 
7.760000000000000000e+02 3.589790793088690896e-02 3.916273784717356676e+01
2.024000000000000000e+03 2.222771122371935276e-02 5.111119764561538936e+00
5.776000000000000000e+03 1.315789473684210453e-02 9.163638754112360951e-01
2.212800000000000000e+04 6.722470709250561414e-03 1.367227660660192690e-01
8.154400000000000000e+04 3.501902049359484261e-03 3.623953646695803749e-02
