ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.720000000000000000e+03 3.966644140109588240e-02 1.478917395449830079e-02 4.869541249396529270e-03 2.132602515633322954e-02
2.223200000000000000e+04 2.012018584341396243e-02 1.080563180349552012e-03 2.870243230501965466e-04 1.575253216800642309e-03
8.765600000000000000e+04 1.013282239176588155e-02 6.871395727445011540e-05 1.729910662278673244e-05 1.003762543148915631e-04
3.481040000000000000e+05 5.084716548681748882e-03 4.233096324720928350e-06 1.056802502161638619e-06 6.185489012219860806e-06
