ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.416000000000000000e+03 4.068942293855797032e-02 7.982900281281412269e+00 1.912130054218724950e+00 1.231184530657286125e+01
6.888000000000000000e+03 2.409813463559399432e-02 3.417622218872723217e+00 4.423072085517184560e-01 5.336312674658866939e+00
2.340800000000000000e+04 1.307217464040005134e-02 1.578190075006042248e+00 1.977560020672704255e-01 2.464977652983652234e+00
8.478400000000000000e+04 6.868676216325117316e-03 1.217163448894277078e+00 7.123897635392185956e-02 1.908072171972648556e+00
3.219680000000000000e+05 3.524712029573164821e-03 1.250212396831258843e+00 6.943684801769248183e-02 1.960079774958587651e+00
