L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
1.319948495167967695e-02 2.691081558372091648e-02 8.243676018177108211e-02 1.498482111974022817e-05 7.093529747418652470e-04 2.636279100251793031e-03 1.014858124760642516e-06 3.571954498722547649e-03 2.303363677091332766e-03 6.296000000000000000e+03 1.541893967219279959e-01 0.000000000000000000e+00
2.591335312315450577e-03 8.135416108822459205e-03 2.492147979147878167e-02 1.407419436142486458e-06 1.296107325622180271e-04 3.809845298801658509e-04 2.837932751627352029e-08 4.880573749743587122e-04 2.761337821214211968e-04 2.439200000000000000e+04 7.709469836096399797e-02 1.000000000000000000e+00
8.644211589116312325e-04 4.259636220328884282e-03 1.304867957139353718e-02 1.421170003104703990e-07 6.218196760643438209e-05 1.207887721562997385e-04 1.572067701026731754e-09 1.401340451293109704e-04 3.436576538004717623e-05 9.600800000000000000e+04 3.854734918048200593e-02 2.000000000000000000e+00
3.230574115433256432e-04 2.074967945687571265e-03 6.356315526423000212e-03 1.470288533022631037e-08 2.943530232330433905e-05 5.727977799285927492e-05 9.296182411235602105e-11 6.454172848660172130e-05 4.269017460630225903e-06 3.809360000000000000e+05 1.927367459024103072e-02 3.000000000000000000e+00
