ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.640000000000000000e+03 3.892494720807614800e-02 7.552037562946917193e-02 3.888170469321202555e-02 1.284738589669608411e-01
1.010400000000000000e+04 1.989680423298347337e-02 9.867572420164866243e-03 4.757981610388118190e-03 1.702822778924817718e-02
3.952800000000000000e+04 1.005952733805761355e-02 1.182596882682360531e-03 5.684400874053828706e-04 2.042064087316609790e-03
1.563600000000000000e+05 5.057864201305102385e-03 1.432036974544294739e-04 6.934610653521875356e-05 2.469096775073804017e-04
6.219600000000000000e+05 2.535997191333945987e-03 1.763895456074574764e-05 8.558792868107269178e-06 3.040038363192953475e-05
