gamma-Jump l2-order1 s-order1 l2-order2 s-order2 l2-order3 s-order3 
9.999999999999999799e-13 2.577990662534052069e-01 1.745844689711666120e-02 2.433972765751501663e-02 6.190405419880768778e-04 2.452488633923749495e-03 8.477577746590653912e-04
1.000000000000000021e-03 2.060989626774959727e-01 3.680335093280928116e-01 5.535965219502657353e-02 2.350678263818399560e-02 3.948233632492023637e-02 3.585113416539051912e-01
1.000000000000000000e+00 7.684105577011426380e-01 2.727854893070897901e+01 3.596031246534273085e-01 2.026954143416286325e+00 7.157641057582299349e-02 1.336536918685407471e+01
