ndof h L2-error-u-uh-B 
5.864000000000000000e+03 3.917637732416776736e-02 1.814421840534669528e+01
1.656800000000000000e+04 2.330699117774613985e-02 1.466939603671796100e+01
5.189600000000000000e+04 1.316904592664781305e-02 1.127144367199200303e+01
1.920080000000000000e+05 6.846389337189115638e-03 5.687582870934816626e+00
