gamma-Jump l2-order1 s-order1 l2-order2 s-order2 l2-order3 s-order3 
9.999999999999999799e-13 7.267644621125753102e-02 1.995053142164914320e-02 1.131388875769802696e-02 6.553393102208740625e-04 1.754941659550164146e-03 4.716935500422851819e-04
1.000000000000000021e-03 1.424016782545616921e+00 1.103130068207888170e-01 1.059087407494227334e-01 5.935418542018735394e-02 5.298291818413523174e-02 1.238670337074319505e+00
1.000000000000000000e+00 1.119504345918363875e+01 1.406426874822690998e+01 9.222514134753165838e-01 3.213828444983497068e+00 2.810032291355387679e-01 1.669032449391303885e+02
