L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
1.289541229137354007e-02 3.258241435596163221e-02 3.462705943900331950e-05 4.405884445510785917e-03 5.993416488045771005e-03 1.698701671441770415e-06 7.439229981880947536e-03 8.989915522883910176e-05 3.148000000000000000e+03 5.346922543496392816e-02 0.000000000000000000e+00
6.475674660393658869e-03 1.884376916704995700e-02 5.598173939207816618e-06 2.055296439342027028e-03 4.109373516224029167e-03 1.310875530694468636e-07 4.594738480224475757e-03 1.990466037564404502e-05 1.219600000000000000e+04 2.716517748562517071e-02 1.000000000000000000e+00
2.400145920811027917e-03 8.460397703175007514e-03 7.293349404111840509e-07 6.913841216665588462e-04 6.214575105118170205e-04 7.254999609406167028e-09 9.296383952145622406e-04 2.360680163032959159e-06 4.800400000000000000e+04 1.369249342895496185e-02 2.000000000000000000e+00
