L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl cond 
nan nan nan nan nan inf inf nan nan 8.640000000000000000e+02 4.811252243246881555e-02 0.000000000000000000e+00 1.815955852235406564e+04
nan nan nan nan nan inf inf nan nan 3.176000000000000000e+03 2.509428066142477959e-02 1.000000000000000000e+00 2.148634321529026492e+05
3.879179718784978026e-01 5.348731939527643364e-01 2.208882298279561240e+01 1.579458081377623771e-03 1.231354713992734579e-01 9.698645008441056055e-05 9.698645008441065000e-04 1.277389144142100641e-01 3.393289270968901511e-02 1.216800000000000000e+04 1.282051282051282007e-02 2.000000000000000000e+00 1.476926763816603925e+05
1.766418020056817750e-01 2.786726440877289601e-01 1.150842998863012134e+01 6.385058722698997965e-04 6.911068508578854797e-02 4.994069439113666531e-05 4.994069439113663685e-04 7.015413553721712436e-02 1.202731677597658477e-02 4.762400000000000000e+04 6.480403726175149558e-03 3.000000000000000000e+00 1.660851098363338970e+06
1.483484900396316586e-01 1.443787514101224911e-01 5.962453752461415846e+00 2.078142106399736839e-04 3.560162250881614143e-02 2.499443819463511652e-05 2.499443819463511109e-04 3.580279946851733924e-02 3.776061554115654230e-03 1.884240000000000000e+05 3.257968554942978264e-03 4.000000000000000000e+00 8.151868036508608609e+06
1.456258728358558463e-01 8.018818836574408138e-02 3.311556305583133852e+00 6.985015001181902412e-05 1.783976021414180116e-02 1.200976130971894709e-05 1.200976130971898910e-04 1.790011179079590772e-02 1.462022883001119810e-03 7.495760000000000000e+05 1.633454950396771377e-03 5.000000000000000000e+00 3.340788740120789409e+07
