ndof h L2-error-u-uh-B 
2.680000000000000000e+03 3.863337046431278982e-02 5.185533668014364217e+00
7.496000000000000000e+03 2.310017163491287495e-02 1.028535038152934344e+00
2.332000000000000000e+04 1.309681589627517857e-02 1.702672017666248538e-01
8.583200000000000000e+04 6.826614510317428886e-03 1.414106422103068861e-02
3.284240000000000000e+05 3.489896542503519682e-03 1.315684888339462228e-03
