ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.416000000000000000e+03 4.068942293855797032e-02 2.456765690544369940e-01 2.816405653197657788e-01 1.806046120227886020e-01
6.888000000000000000e+03 2.409813463559399432e-02 3.071693666563763553e-02 3.491737065264143014e-02 2.324499222625344211e-02
2.340800000000000000e+04 1.307217464040005134e-02 3.272567704047186100e-03 3.478081636758329712e-03 2.946302118523845288e-03
8.478400000000000000e+04 6.868676216325117316e-03 4.221786049752320152e-04 4.229032055041946343e-04 4.211166315057606325e-04
3.219680000000000000e+05 3.524712029573164821e-03 5.124132216644788337e-05 5.053166727569741238e-05 5.226184332396046896e-05
