L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
6.760950221284702799e-01 7.605692901257623539e-01 1.405249351485287157e+01 6.023072154669887324e-01 5.708688776716503571e-02 1.829617867794111380e-04 1.829617867794110621e-03 6.091796893810860203e-01 7.115910636974270842e-02 7.920000000000000000e+02 5.025189076296060486e-02 0.000000000000000000e+00
2.290238588941466424e-01 4.253277060235506890e-01 7.858475099944719489e+00 2.829752128172152714e-01 2.845468761951309294e-02 3.951163790372904083e-05 3.951163790372904760e-04 2.862901530492561464e-01 3.282154381456851844e-02 2.888000000000000000e+03 2.631578947368420907e-02 1.000000000000000000e+00
6.334847881110260148e-02 2.157304027541432634e-01 3.985895991103449720e+00 1.006804356673061396e-01 1.288330695645467823e-02 6.170006766927576873e-06 6.170006766927581786e-05 1.020323478167475817e-01 1.039550055252834795e-02 1.101600000000000000e+04 1.347420139090738621e-02 2.000000000000000000e+00
1.634802052739178432e-02 1.080420341663091699e-01 1.996215208224230153e+00 3.288883670849493401e-02 6.594875850029769705e-03 8.291510765251192622e-07 8.291510765251164882e-06 3.366136163399171405e-02 2.814112666965762257e-03 4.301600000000000000e+04 6.818674922008056104e-03 3.000000000000000000e+00
4.122868351853877650e-03 5.401691568463381360e-02 9.980318255119892124e-01 1.156581309506556944e-02 3.384599310087995066e-03 1.058078158880636277e-07 1.058078158880628654e-06 1.207239922533395564e-02 7.206086908169196965e-04 1.699920000000000000e+05 3.430052410915245681e-03 4.000000000000000000e+00
1.032973857451109428e-03 2.700515024100491601e-02 4.989548005778031148e-01 4.761166005615710857e-03 1.716544688206094295e-03 1.329769471514763212e-08 1.329769471514763643e-07 5.064398793385397647e-03 1.814048536962417093e-04 6.758480000000000000e+05 1.720245701661625090e-03 5.000000000000000000e+00
