ndof h L2-error-u-uh-B 
5.456000000000000000e+03 4.061477708054117564e-02 4.420598555641013228e+00
1.844000000000000000e+04 2.209229309774570979e-02 4.591226951336635054e+00
4.697600000000000000e+04 1.384150257235429275e-02 5.246491321221130599e-01
1.890560000000000000e+05 6.899633501202365703e-03 8.547964825538355293e-02
