ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 9.413196365367705098e+00
8.328000000000000000e+03 2.191591651594588727e-02 1.141447349973784275e+00
2.112800000000000000e+04 1.375944135600652880e-02 1.153240788770053399e-01
8.452000000000000000e+04 6.879395080110183198e-03 9.816481799279916723e-03
