ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.768000000000000000e+03 3.950104898622924798e-02 2.109076592394983352e-01 5.846614951137849014e-02 3.222755832566442380e-01
2.240000000000000000e+04 2.004459314343182835e-02 1.552886854939729624e-02 4.107497252290910270e-03 2.377926705310306338e-02
8.828000000000000000e+04 1.009694736894637887e-02 2.860111266049795726e-03 1.462553221203870605e-04 4.469697017725492855e-03
