ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 1.478353179030879261e+01
8.328000000000000000e+03 2.191591651594588727e-02 1.221110034936764288e+00
2.112800000000000000e+04 1.375944135600652880e-02 1.540235428189239697e-01
8.452000000000000000e+04 6.879395080110183198e-03 1.390738407866128588e-02
