ndof h L2-error-u-uh-B 
2.680000000000000000e+03 3.863337046431278982e-02 1.195349226325506464e+01
7.496000000000000000e+03 2.310017163491287495e-02 9.834019894955323693e+00
2.332000000000000000e+04 1.309681589627517857e-02 6.197646772002332050e+00
8.583200000000000000e+04 6.826614510317428886e-03 2.763765281924268624e+00
3.284240000000000000e+05 3.489896542503519682e-03 1.558683580601348373e+00
