ndof L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.548000000000000000e+03 1.492862114906022275e-01 8.261960600767908058e-01
9.796000000000000000e+03 3.725816617424122790e-02 3.886481472767250311e-01
3.840400000000000000e+04 7.273734717403225816e-03 2.356733825623474887e-01
1.520680000000000000e+05 1.646435833561448294e-03 1.784769132469116726e-01
6.051880000000000000e+05 7.644993301024624816e-04 1.490847653022187025e-01
