ndof h L2-error-u-uh-B 
3.080000000000000000e+03 3.603749850782235475e-02 4.191502433561772989e+00
7.624000000000000000e+03 2.290543541756880769e-02 9.769329323752132810e-01
2.300000000000000000e+04 1.318760946791573858e-02 1.401015165879529178e-01
8.517600000000000000e+04 6.852852356728830058e-03 1.325977808769242261e-02
