ndof h L2-error-u-uh-B 
8.240000000000000000e+02 3.483665071458088430e-02 5.544022568408620621e+00
2.008000000000000000e+03 2.231609213387258928e-02 1.211921797237632825e+00
5.944000000000000000e+03 1.297061592691546757e-02 2.025271868416021470e-01
2.167200000000000000e+04 6.792826216160186177e-03 5.322544959458186398e-02
8.198400000000000000e+04 3.492492226419453751e-03 1.132538886444412786e-02
