L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
2.364270418993521528e-01 2.037821990632646962e-01 2.103914055261341787e+00 2.131344903609585400e-05 5.733246445080503878e-02 1.483575097569882761e-01 1.027056926522661233e-04 1.590512003789751050e-01 5.578153572477502877e-04 6.944000000000000000e+03 5.091331749765980186e-02 0.000000000000000000e+00
1.260984122943843988e-01 1.211046233192962923e-01 1.250323729596858113e+00 3.069522640402740841e-06 1.923607512052163265e-02 4.244018441058369784e-02 5.835557216662564733e-06 4.659611374653890165e-02 4.397678923320309720e-05 2.698400000000000000e+04 2.582754271402004989e-02 1.000000000000000000e+00
8.547973831512989396e-02 8.206243545609477608e-02 8.472394161926054545e-01 3.900033863759779396e-07 1.073756683369856899e-02 1.952866720975711054e-02 6.239929239972890017e-07 2.228596418686452571e-02 3.833947356859568281e-06 1.063760000000000000e+05 1.300811670643280647e-02 2.000000000000000000e+00
