ndof h L2-error-u-uh-B 
5.864000000000000000e+03 3.917637732416776736e-02 1.893958707780669659e+00
1.656800000000000000e+04 2.330699117774613985e-02 9.020206486183823813e-02
5.189600000000000000e+04 1.316904592664781305e-02 7.380811615925898968e-03
1.920080000000000000e+05 6.846389337189115638e-03 4.268810292169069914e-04
