ndof h L2-error-u-uh-B 
2.872000000000000000e+03 3.731966854310379833e-02 7.425802037431602720e+00
7.688000000000000000e+03 2.280989616730798655e-02 1.582129365444662428e+00
2.234400000000000000e+04 1.337979730830991289e-02 7.853919968468837942e-02
8.701600000000000000e+04 6.780011615525849758e-03 7.006713034047231531e-03
