ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.120000000000000000e+02 3.747658444979307113e-02 5.704524823784926646e-01 6.265832009268094138e-01 5.617982865698556427e-01
2.616000000000000000e+03 1.955154717514437715e-02 4.180526039906531932e-01 2.274962767081527282e-01 4.389847802378690766e-01
1.002400000000000000e+04 9.988021556890524719e-03 3.745525065056202751e-01 8.058847700688949456e-02 3.997518977204831958e-01
3.924000000000000000e+04 5.048187773461522247e-03 3.531065131629314569e-01 4.706130422113490031e-02 3.775507063175023159e-01
1.552720000000000000e+05 2.537776821518587366e-03 3.183404078854556452e-01 3.441484200801952359e-02 3.405097583518494342e-01
6.177360000000000000e+05 1.272326416356358517e-03 2.696173261897314433e-01 2.289000266941934938e-02 2.884759019008670267e-01
