ndof h L2-error-u-uh-B 
7.280000000000000000e+02 3.706246583305505826e-02 1.429914716959464194e+01
1.976000000000000000e+03 2.249606353329237571e-02 5.262153690870299272e+00
6.024000000000000000e+03 1.288420180075182907e-02 2.962919402544617054e+00
2.183200000000000000e+04 6.767889178183905154e-03 3.352891963479045501e+00
8.284000000000000000e+04 3.474401108295217203e-03 2.234448677878598133e+00
3.160560000000000000e+05 1.778762562521607558e-03 1.610112492734922185e+00
