ndof h L2-error-u-uh-B 
6.960000000000000000e+02 3.790490217894516844e-02 3.704274624763350676e+00
1.928000000000000000e+03 2.277437593371384530e-02 1.185634410784221604e+00
5.824000000000000000e+03 1.310356045902397876e-02 6.574410498394406277e-01
2.186400000000000000e+04 6.762934646642708957e-03 2.104270695365916544e-01
8.165600000000000000e+04 3.499499607331669430e-03 6.045428333413474520e-02
3.134400000000000000e+05 1.786169999460562484e-03 1.602840588682076517e-02
