ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
7.200000000000000000e+02 3.726779962499649629e-02 3.782883054147351820e-01 4.955784337468009393e-01
2.640000000000000000e+03 1.946247360403807400e-02 1.166842578913146744e-01 1.397623898447223068e-01
1.010400000000000000e+04 9.948402116491736683e-03 3.131396069430576051e-02 3.708192946410801549e-02
3.952800000000000000e+04 5.029763669028806776e-03 8.067771776926000588e-03 9.470600878664602040e-03
1.563600000000000000e+05 2.528932100652551192e-03 2.042404011145093796e-03 2.382870373431683619e-03
6.219600000000000000e+05 1.267998595666972993e-03 5.133688459864031587e-04 5.967434680599648664e-04
