ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.768000000000000000e+03 3.950104898622924798e-02 1.100740134746220830e-02 4.842321719808920233e-02
2.240000000000000000e+04 2.004459314343182835e-02 6.817010985538724714e-04 2.109042817203613668e-02
8.828000000000000000e+04 1.009694736894637887e-02 8.344877107390870721e-05 9.238016756147637495e-03
