ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.416000000000000000e+03 4.068942293855797032e-02 4.146163893095417691e-02 5.892341449242637086e-02 2.451310272057527148e-02
6.888000000000000000e+03 2.409813463559399432e-02 7.557742688430574805e-03 1.144115754983322450e-02 3.170925259806331616e-03
2.340800000000000000e+04 1.307217464040005134e-02 9.802582026458351357e-04 1.431606874920392626e-03 5.162290413190773848e-04
8.478400000000000000e+04 6.868676216325117316e-03 1.336382578823772061e-04 1.978800885737389426e-04 6.537271025058134051e-05
3.219680000000000000e+05 3.524712029573164821e-03 1.664217631215718658e-05 2.467655391288103611e-05 8.074524158202428287e-06
