ndof h L2-error-u-uh-B 
3.080000000000000000e+03 3.603749850782235475e-02 1.744625487793471663e+01
7.624000000000000000e+03 2.290543541756880769e-02 1.608963952129574793e+01
2.300000000000000000e+04 1.318760946791573858e-02 5.036447271170743534e+00
8.517600000000000000e+04 6.852852356728830058e-03 2.335467263231420176e+00
