ndof h L2-error-u-uh-B 
6.800000000000000000e+02 3.834824944236851774e-02 1.741758792428459657e+01
2.184000000000000000e+03 2.139802462554564466e-02 1.427477960082116581e+01
5.472000000000000000e+03 1.351845176089687926e-02 2.666406424980206413e+00
2.150400000000000000e+04 6.819309069874762187e-03 4.473046399154565478e-01
8.115200000000000000e+04 3.510349726885814842e-03 9.179542398612719478e-02
3.140160000000000000e+05 1.784531060440289500e-03 1.620703962657451050e-02
