ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
2.616000000000000000e+03 3.910309435028875430e-02 2.896239030816664672e-01 1.290228185095000146e+00 5.092543140472002072e+00
1.002400000000000000e+04 1.997604311378104944e-02 1.267012728131871879e-01 9.195927907151641989e-01 1.842600023288756939e+00
3.924000000000000000e+04 1.009637554692304449e-02 2.648648019991179520e-02 2.705571586514644022e-01 4.728600249264805488e-01
1.552720000000000000e+05 5.075553643037174732e-03 5.874089439104393344e-03 1.045169383439839700e-01 8.892238894346300715e-02
6.177360000000000000e+05 2.544652832712717035e-03 1.641449086243356977e-03 7.227977704718942242e-02 1.446989623281803167e-02
