L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
1.188201822814814734e-02 8.866778168701228147e-02 1.702591277938370604e-04 2.721710278084694609e-03 1.135616193691306583e-03 3.459848720385157757e-06 2.955862625732677985e-03 1.038881314068093082e-04 1.444000000000000000e+03 5.263157894736841813e-02 0.000000000000000000e+00
1.437324860570613708e-03 2.312990998645124419e-02 3.421426727091329508e-05 6.513448780559776344e-04 2.801379021920167504e-04 7.444061637353079097e-08 7.098897896130329510e-04 6.745172810597922745e-06 5.508000000000000000e+03 2.694840278181477242e-02 1.000000000000000000e+00
1.805000442252500318e-04 5.826577445554825992e-03 6.123434074058069444e-06 1.356937341003274726e-04 5.291345916180000523e-05 1.696333578865004903e-09 1.457748987044691236e-04 4.483413916857479941e-07 2.150800000000000000e+04 1.363734984401611221e-02 2.000000000000000000e+00
2.254906915164953560e-05 1.457054228436050402e-03 1.060527727929094500e-06 3.036530777827275529e-05 1.025505532332661432e-05 4.275620224172061960e-11 3.206779880938436498e-05 3.041811791458736749e-08 8.499600000000000000e+04 6.860104821830491362e-03 3.000000000000000000e+00
