ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.616000000000000000e+03 3.910309435028875430e-02 3.610780839545266740e-01 1.040062843511016383e-01 3.844651107549513225e-01
1.002400000000000000e+04 1.997604311378104944e-02 1.798186830562656380e-01 1.585728971562078496e-02 1.923892571217921121e-01
3.924000000000000000e+04 1.009637554692304449e-02 1.010075904827173049e-01 2.510013968933002583e-03 1.081179937734747104e-01
1.552720000000000000e+05 5.075553643037174732e-03 6.784681443140375134e-02 8.300846612530069163e-04 7.262503562225211540e-02
6.177360000000000000e+05 2.544652832712717035e-03 4.431053939378893497e-02 3.798702582326731261e-04 4.743141048648632369e-02
