ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 8.041061599865116705e+00
8.328000000000000000e+03 2.191591651594588727e-02 2.857145318998091099e+00
2.112800000000000000e+04 1.375944135600652880e-02 9.183722609772927425e-01
8.452000000000000000e+04 6.879395080110183198e-03 3.518467736788754574e-01
