ndof h L2-error-u-uh-B 
7.760000000000000000e+02 3.589790793088690896e-02 9.126248166285598984e+00
2.024000000000000000e+03 2.222771122371935276e-02 6.111935102104602002e+00
5.776000000000000000e+03 1.315789473684210453e-02 1.009297897726135673e+01
2.212800000000000000e+04 6.722470709250561414e-03 5.716570221933553242e+00
8.154400000000000000e+04 3.501902049359484261e-03 4.385199505642122908e+00
