ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.864000000000000000e+03 3.917637732416776736e-02 3.081256969079337082e+01 2.398014636180222148e+00 4.829110169880257075e+01
1.656800000000000000e+04 2.330699117774613985e-02 2.018718490628111795e+01 1.857241159954956533e+00 3.159405894269420401e+01
5.189600000000000000e+04 1.316904592664781305e-02 3.578765727249108242e+00 1.273432711015121122e-01 5.613127901518101481e+00
1.920080000000000000e+05 6.846389337189115638e-03 3.686893073612767413e+00 6.336568470876519088e-02 5.784388345697066391e+00
