ndof L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.584000000000000000e+03 2.964993268075543850e-02 1.228430859053388780e+00
2.174800000000000000e+04 8.926065691112644931e-03 4.968653479206800450e-01
8.582800000000000000e+04 1.965134386260903362e-03 1.643336123933819282e-01
3.409960000000000000e+05 4.156206064881698067e-04 1.152507739371715773e-01
