ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.616000000000000000e+03 3.910309435028875430e-02 1.019901150176043825e-01 4.515414803270970806e-02 1.432707380217332904e-01
1.002400000000000000e+04 1.997604311378104944e-02 1.312032629161931883e-02 5.357452700765655967e-03 1.859556708120098378e-02
3.924000000000000000e+04 1.009637554692304449e-02 1.557949129891726594e-03 6.147935680881360830e-04 2.215411892118285091e-03
1.552720000000000000e+05 5.075553643037174732e-03 1.904004770058195209e-04 7.319633923635293876e-05 2.713927259299120137e-04
6.177360000000000000e+05 2.544652832712717035e-03 2.357438347545582174e-05 8.894551404745749664e-06 3.365679324410380288e-05
