L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
9.209981562170216352e-02 2.509286671987617234e-01 6.369573485143534830e-01 3.700000931338302216e-03 8.334199111087787007e-03 1.883371817825527789e-04 1.883371817825528222e-03 1.376995658723919290e-02 1.014299080158658460e-02 8.640000000000000000e+02 4.811252243246881555e-02 0.000000000000000000e+00
8.778942990488991516e-02 2.182548947885705193e-01 5.540182420635478833e-01 2.661861016554500567e-03 4.223479205063322695e-03 8.245381902547793641e-05 8.245381902547786052e-04 7.579023077788314688e-03 5.641954296795789574e-03 3.176000000000000000e+03 2.509428066142477959e-02 1.000000000000000000e+00
7.067489884032916725e-02 1.767686326206361624e-01 4.487095109199348286e-01 1.052544360949799439e-03 1.930512051185166679e-03 3.378941088069610955e-05 3.378941088069617460e-04 4.049116339760939175e-03 3.383090682841139157e-03 1.216800000000000000e+04 1.282051282051282007e-02 2.000000000000000000e+00
5.314663534293682934e-02 1.480385626305544822e-01 3.757810990019056496e-01 4.097211632424815875e-04 9.190514782687688204e-04 1.316833869328903671e-05 1.316833869328906822e-04 1.891515153379425343e-03 1.596179377328610502e-03 4.762400000000000000e+04 6.480403726175149558e-03 3.000000000000000000e+00
4.419033337652428922e-02 1.265013027811129620e-01 3.211109169094817362e-01 1.684298167199228889e-04 4.316851017565347419e-04 5.478001756188245365e-06 5.478001756188298558e-05 7.586163173646782000e-04 5.981197437852796067e-04 1.884240000000000000e+05 3.257968554942978264e-03 4.000000000000000000e+00
3.465288313442391882e-02 1.053839304901884183e-01 2.675065774285617093e-01 7.419250503936308328e-05 1.988256209364783905e-04 2.296979236171347407e-06 2.296979236171359858e-05 3.074376746743820400e-04 2.212439400066076910e-04 7.495760000000000000e+05 1.633454950396771377e-03 5.000000000000000000e+00
