ndof h L2-error-u-uh-B 
2.560000000000000000e+03 3.952847075210474265e-02 8.158602554627636039e+01
7.336000000000000000e+03 2.335072312471522110e-02 8.806261213632421203e+00
2.340000000000000000e+04 1.307440900921226848e-02 1.739111459358838818e+00
8.330400000000000000e+04 6.929422916050529020e-03 2.396787314829379456e-01
