ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.720000000000000000e+03 3.966644140109588240e-02 3.687911446659483672e-02 5.438098879277788456e-01 9.406456410003222857e+00
2.223200000000000000e+04 2.012018584341396243e-02 8.005407234453167792e-03 2.526971852977921151e-01 3.547069419355148412e+00
8.765600000000000000e+04 1.013282239176588155e-02 1.562555040839497993e-03 1.509932121015038209e-01 1.563370034642856510e+00
3.481040000000000000e+05 5.084716548681748882e-03 3.863480724863717851e-04 8.832090674554475551e-02 1.433247496728454751e+00
