L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
5.345102753986558097e-01 5.403443565322920694e-01 5.578691817122361840e+00 6.671130602765332381e-03 1.788125711609389046e-01 5.560884366006435976e-04 5.560884366006434675e-03 1.869108746682526245e-01 5.372153023941925176e-02 8.640000000000000000e+02 4.811252243246881555e-02 0.000000000000000000e+00
3.269096123615497507e-01 3.116114632367267268e-01 3.217178636294051319e+00 2.601666989921704812e-03 9.777587484312898203e-02 2.088053094632504666e-04 2.088053094632503961e-03 9.986061611258907622e-02 2.002120657045800348e-02 3.176000000000000000e+03 2.509428066142477959e-02 1.000000000000000000e+00
2.229432418042145148e-01 2.045797937522675358e-01 2.112148683622839140e+00 9.323300732083211187e-04 5.014171474841692261e-02 8.730221526408169148e-05 8.730221526408166437e-04 5.077487622804410794e-02 7.890340255045228887e-03 1.216800000000000000e+04 1.282051282051282007e-02 2.000000000000000000e+00
2.461471848279511709e-01 1.752831661383768280e-01 1.809680720808306997e+00 3.407284012158384333e-04 2.479550283368795946e-02 4.552262751272319590e-05 4.552262751272313085e-04 2.506426104959347603e-02 3.615912342986768099e-03 4.762400000000000000e+04 6.480403726175149558e-03 3.000000000000000000e+00
2.665684095302679468e-01 1.635068254622615569e-01 1.688097929073410386e+00 1.407293379015967048e-04 1.219734682549540421e-02 2.316037352380540719e-05 2.316037352380516054e-04 1.233481049512219485e-02 1.816121947868489179e-03 1.884240000000000000e+05 3.257968554942978264e-03 4.000000000000000000e+00
2.216388485083009563e-01 1.375127054143688021e-01 1.419726134214807978e+00 6.658091943411874108e-05 5.981206342926552802e-03 9.963654729182137913e-06 9.963654729182140624e-05 6.069568149801874909e-03 1.024874857541170723e-03 7.495760000000000000e+05 1.633454950396771377e-03 5.000000000000000000e+00
