ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.640000000000000000e+03 3.892494720807614800e-02 8.296933016435913133e-02 3.037480612176190475e-01
1.010400000000000000e+04 1.989680423298347337e-02 1.842579331565894624e-02 8.224775435380908550e-02
3.952800000000000000e+04 1.005952733805761355e-02 3.941998136138370051e-03 4.844750785166359458e-02
1.563600000000000000e+05 5.057864201305102385e-03 1.090204126432404910e-03 3.635803919107049448e-02
