ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
2.640000000000000000e+03 3.892494720807614800e-02 6.511155679131615248e-02 6.882724411219871830e-02 6.025936191821220506e-02
1.010400000000000000e+04 1.989680423298347337e-02 8.341448692924798708e-03 8.908717479337163736e-03 7.590695082467689529e-03
3.952800000000000000e+04 1.005952733805761355e-02 1.008403062163679750e-03 1.084167836496170321e-03 9.072398934309727639e-04
1.563600000000000000e+05 5.057864201305102385e-03 1.233288204191923488e-04 1.329591130668858901e-04 1.104224809949486038e-04
