ndof h L2-error-u-uh-B 
6.960000000000000000e+02 3.790490217894516844e-02 3.537726786683753488e+01
1.936000000000000000e+03 2.272727272727272790e-02 1.124163292530886515e+01
6.040000000000000000e+03 1.286712531637446838e-02 4.245687668066378428e+00
2.120000000000000000e+04 6.868028197434450713e-03 8.786945271983699346e-01
8.150400000000000000e+04 3.502761264243320870e-03 3.940407516983263081e-01
