L2-error-u-uh-B H1-semi-error-u-uh-B H1-semi-error-u-uh-B-absolute H1-semi-norm-zh-Omega Jump-uh-Ph(u) GLS-uh-Ph(u)-Omega Tikh-uh-Ph(u)-Omega s-norm L2-error-uh-Ph(u)-omega ndof hmax reflvl 
1.639848745346826099e-03 1.007626861107772075e-02 3.086695520001286885e-02 2.358319186541815076e-06 9.234283774057640390e-05 1.299052556298250984e-04 8.269667719721465287e-07 2.243406036861913784e-04 1.578603363629528002e-04 2.888000000000000000e+03 1.541893967219279959e-01 0.000000000000000000e+00
3.069088762787631976e-04 2.543664681080551934e-03 7.792089193458943616e-03 2.704358073545113085e-07 1.967478670189762454e-05 2.734014258424531310e-05 4.578249104734047318e-08 3.672856011272829111e-05 1.464005697051339027e-05 1.101600000000000000e+04 7.709469836096399797e-02 1.000000000000000000e+00
4.876302663652299811e-05 6.309548659940177918e-04 1.932824176645725695e-03 5.204341848028869723e-08 3.797636672249301181e-06 5.282106708009197915e-06 2.126920764796801354e-09 6.651221324362692529e-06 1.383234071026827839e-06 4.301600000000000000e+04 3.854734918048200593e-02 2.000000000000000000e+00
1.047089326064963329e-05 1.595568112209415107e-04 4.887754717454905395e-04 1.086326504430026601e-08 7.675464477603976661e-07 1.032627968775270083e-06 1.342481394852543848e-10 1.293943158346704428e-06 1.368312724332923424e-07 1.699920000000000000e+05 1.927367459024103072e-02 3.000000000000000000e+00
3.275827997860648432e-06 4.305807166234711092e-05 1.319011650343913683e-04 2.377755182706828097e-09 1.635811609572424014e-07 2.104878749642766188e-07 1.235408622992708088e-11 2.669783477291764239e-07 1.441674570673016082e-08 6.758480000000000000e+05 9.636837295120522298e-03 4.000000000000000000e+00
