ndof h L2-error-u-uh-B 
3.080000000000000000e+03 3.603749850782235475e-02 3.357606804271004552e+00
7.624000000000000000e+03 2.290543541756880769e-02 7.509896328260016185e-01
2.300000000000000000e+04 1.318760946791573858e-02 7.943610917746241062e-02
8.517600000000000000e+04 6.852852356728830058e-03 8.276589081803139777e-03
