gamma-Jump l2-order1 s-order1 cond-order1 l2-order2 s-order2 cond-order2 l2-order3 s-order3 cond-order3 
9.999999999999999799e-13 1.812514199823450634e-01 8.382269578459357329e-02 nan 3.720950473161568212e-02 4.897921715896652248e-03 nan 3.088430764528476632e-02 1.170957811527167242e-02 nan
9.999999999999999395e-12 1.812514199422872729e-01 8.382269484733670395e-02 nan 3.720951824223220350e-02 4.897970415267230079e-03 nan 3.088193193043529614e-02 1.171011029988362415e-02 nan
1.000000000000000036e-10 1.812514195351148383e-01 8.382268547439904183e-02 nan 3.720969024822857324e-02 4.898457488113218405e-03 nan 3.084409954236849716e-02 1.171175652866010032e-02 nan
1.000000000000000062e-09 1.812514154693594948e-01 8.382259174566336624e-02 nan 3.721134027415103768e-02 4.903330867197954954e-03 nan 3.049252189003507849e-02 1.173808418229633013e-02 nan
1.000000000000000021e-08 1.812513748553751247e-01 8.382165447624576049e-02 nan 3.722844336267103205e-02 4.952318152516043889e-03 nan 2.825521808079295774e-02 1.242317540699117151e-02 nan
9.999999999999999547e-08 1.812509728586474411e-01 8.381228357723236044e-02 nan 3.744118098134400358e-02 5.455459374354963871e-03 nan 2.308479195705468237e-02 2.074727373457680921e-02 nan
9.999999999999999547e-07 1.812473673483083747e-01 8.371875428917743833e-02 nan 4.181705899856489467e-02 9.727999385668260543e-03 nan 1.484460720761500950e-02 5.142557957904268090e-02 nan
1.000000000000000082e-05 1.812523092492345222e-01 8.280163153975682311e-02 nan 6.112525648811389933e-02 2.878335365110894911e-02 nan 2.468081803170550648e-02 1.407798111737177393e-01 nan
1.000000000000000048e-04 1.850081694769695473e-01 7.564549187246497053e-02 nan 1.426124087124063522e-01 9.465687985546165917e-02 nan 4.044733381833429814e-02 4.833521892067545456e-01 nan
1.000000000000000021e-03 3.700913080191625681e-01 1.750365683082812374e-01 nan 2.110066021389754298e-01 3.236345781069889238e-01 nan 3.396438072259565233e-02 1.580317596508951983e+00 nan
1.000000000000000021e-02 1.948423085607665639e+00 1.607079433825877146e+00 nan 2.986693381001266911e-01 1.140099234061849875e+00 nan 1.061054465808717595e-01 5.616322152269647816e+00 nan
1.000000000000000056e-01 7.949746930274598888e+00 9.791710149089118076e+00 nan 5.680435452310895750e-01 4.480457619572556283e+00 nan 2.237728971453398774e-01 3.587564608617037010e+01 nan
1.000000000000000000e+00 1.372156036050034977e+01 3.906987525360827362e+01 nan 1.526344647691050049e+00 1.789615184328944508e+01 nan 3.818932000016487249e-01 3.150175707668735754e+02 nan
1.000000000000000000e+01 1.490765177763385374e+01 1.319432145645522212e+02 nan 3.918766590145356332e+00 6.899411045229196304e+01 nan 1.210979404784489954e+00 2.538983918367482147e+03 nan
