ndof h L2-error-u-uh-B 
2.560000000000000000e+03 3.952847075210474265e-02 1.483321068424758060e+01
7.336000000000000000e+03 2.335072312471522110e-02 1.809736549316000698e+00
2.340000000000000000e+04 1.307440900921226848e-02 1.012255454798874466e+00
8.330400000000000000e+04 6.929422916050529020e-03 2.827772700025695252e-01
