ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 6.510224650344791364e+00
8.328000000000000000e+03 2.191591651594588727e-02 3.015861058909373948e+00
2.112800000000000000e+04 1.375944135600652880e-02 1.530509984684380043e-01
8.452000000000000000e+04 6.879395080110183198e-03 8.718865842520871767e-03
3.216640000000000000e+05 3.526377213443315350e-03 9.069525278333951963e-04
