ndof h L2-error-u-uh-B 
2.496000000000000000e+03 4.003203845127178279e-02 2.016220989027786459e+00
7.336000000000000000e+03 2.335072312471522110e-02 1.062175246460377087e+00
2.170400000000000000e+04 1.357563351323471702e-02 3.618275148561406196e-01
8.474400000000000000e+04 6.870297066388107721e-03 1.783167927243423101e-01
3.204800000000000000e+05 3.532885234886025492e-03 8.245639747817221088e-02
