ndof h L2-error-u-uh-B 
6.960000000000000000e+02 3.790490217894516844e-02 3.200983185321931046e+02
1.936000000000000000e+03 2.272727272727272790e-02 4.126762416568174530e+01
6.040000000000000000e+03 1.286712531637446838e-02 1.994113263302384098e+01
2.120000000000000000e+04 6.868028197434450713e-03 9.278129471851198629e-01
8.150400000000000000e+04 3.502761264243320870e-03 2.500981034903875799e-01
