ndof h L2-error-u-uh-B 
6.800000000000000000e+02 3.834824944236851774e-02 1.358653490208752679e+01
2.184000000000000000e+03 2.139802462554564466e-02 8.615429925748131268e+00
5.472000000000000000e+03 1.351845176089687926e-02 2.249800304362867820e+00
2.150400000000000000e+04 6.819309069874762187e-03 3.371585210628803342e+00
8.115200000000000000e+04 3.510349726885814842e-03 2.068840806455228609e+00
3.140160000000000000e+05 1.784531060440289500e-03 6.249126292525658544e-01
