ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus s-norm 
5.768000000000000000e+03 3.950104898622924798e-02 9.707950002686925595e-02 4.064862206229795660e+00 4.365690272804906513e+00
2.240000000000000000e+04 2.004459314343182835e-02 8.730354802679524476e-03 7.837804607824542247e-01 7.615497892235195687e-01
8.828000000000000000e+04 1.009694736894637887e-02 9.393357487377374101e-04 4.564750816594752569e-01 3.224119173799319671e-01
3.505040000000000000e+05 5.067278400416535579e-03 2.329049447570641980e-04 4.196321812496049963e-01 2.759559930040400566e-01
