ndof h L2-error-u-uh-B 
5.456000000000000000e+03 4.061477708054117564e-02 6.327405012970994946e-02
1.620800000000000000e+04 2.356440838525105871e-02 1.030071253292584726e-01
4.827200000000000000e+04 1.365443103565740050e-02 4.426085015986910842e-02
1.895600000000000000e+05 6.890455062210221540e-03 2.060421544339202660e-02
