ndof h L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.768000000000000000e+03 3.950104898622924798e-02 1.147717961574330064e-03 8.709576788834038144e-03
2.240000000000000000e+04 2.004459314343182835e-02 1.169299133152580081e-04 9.192233972055180880e-04
8.828000000000000000e+04 1.009694736894637887e-02 1.180505642601085978e-05 1.313117521123002591e-04
3.505040000000000000e+05 5.067278400416535579e-03 1.108793200058943943e-06 1.604084685954158064e-05
