ndof h L2-error-u-uh-B L2-error-u-uh-B-minus L2-error-u-uh-B-plus 
5.768000000000000000e+03 3.950104898622924798e-02 1.297414387971002192e+01 1.796751855970805778e+01 6.608652398473254586e+00
2.240000000000000000e+04 2.004459314343182835e-02 1.304429142268481456e+01 1.807983462494317450e+01 6.611008189583571060e+00
8.828000000000000000e+04 1.009694736894637887e-02 1.304604793410091546e+01 1.808257437511232979e+01 6.611225037225772816e+00
