ndof h L2-error-u-uh-B 
2.560000000000000000e+03 3.952847075210474265e-02 4.124141441040371348e+01
7.336000000000000000e+03 2.335072312471522110e-02 1.828742835297613167e+00
2.340000000000000000e+04 1.307440900921226848e-02 6.020640935767666013e-01
8.330400000000000000e+04 6.929422916050529020e-03 5.141826127391472406e-02
